datetime,conditions,quarter
2019-01-17,"Rain, Partially cloudy",1
2019-01-18,Partially cloudy,1
2019-01-19,Clear,1
2019-01-20,Clear,1
2019-01-21,Clear,1
2019-01-22,Clear,1
2019-01-23,Clear,1
2019-01-24,Clear,1
2019-01-25,Clear,1
2019-01-26,Clear,1
2019-01-27,Clear,1
2019-01-28,Clear,1
2019-01-29,Clear,1
2019-01-30,Partially cloudy,1
2019-01-31,"Rain, Partially cloudy",1
2019-02-01,"Rain, Partially cloudy",1
2019-02-02,"Rain, Partially cloudy",1
2019-02-03,"Rain, Partially cloudy",1
2019-02-04,"Rain, Partially cloudy",1
2019-02-05,"Rain, Partially cloudy",1
2019-02-06,Clear,1
2019-02-07,Clear,1
2019-02-08,Clear,1
2019-02-09,"Rain, Partially cloudy",1
2019-02-10,"Rain, Partially cloudy",1
2019-02-11,Clear,1
2019-02-12,Clear,1
2019-02-13,"Rain, Partially cloudy",1
2019-02-14,"Rain, Partially cloudy",1
2019-02-15,"Rain, Partially cloudy",1
2019-02-16,Clear,1
2019-02-17,"Rain, Partially cloudy",1
2019-02-18,Clear,1
2019-02-19,Clear,1
2019-02-20,"Rain, Partially cloudy",1
2019-02-21,Partially cloudy,1
2019-02-22,Clear,1
2019-02-23,Clear,1
2019-02-24,Clear,1
2019-02-25,Clear,1
2019-02-26,Clear,1
2019-02-27,"Rain, Partially cloudy",1
2019-02-28,"Rain, Partially cloudy",1
2019-03-01,Partially cloudy,1
2019-03-02,"Rain, Overcast",1
2019-03-03,"Rain, Partially cloudy",1
2019-03-04,Partially cloudy,1
2019-03-05,"Rain, Partially cloudy",1
2019-03-06,"Rain, Partially cloudy",1
2019-03-07,"Rain, Partially cloudy",1
2019-03-08,Partially cloudy,1
2019-03-09,Partially cloudy,1
2019-03-10,"Rain, Partially cloudy",1
2019-03-11,Partially cloudy,1
2019-03-12,Partially cloudy,1
2019-03-13,Clear,1
2019-03-14,Clear,1
2019-03-15,Clear,1
2019-03-16,Clear,1
2019-03-17,Clear,1
2019-03-18,Clear,1
2019-03-19,Partially cloudy,1
2019-03-20,"Rain, Partially cloudy",1
2019-03-21,"Rain, Partially cloudy",1
2019-03-22,Clear,1
2019-03-23,Partially cloudy,1
2019-03-24,Clear,1
2019-03-25,Clear,1
2019-03-26,Clear,1
2019-03-27,Partially cloudy,1
2019-03-28,Clear,1
2019-03-29,Clear,1
2019-03-30,Clear,1
2019-03-31,Clear,1
2020-01-01,Clear,1
2020-01-02,Clear,1
2020-01-03,Clear,1
2020-01-04,Clear,1
2020-01-05,Clear,1
2020-01-06,Clear,1
2020-01-07,Clear,1
2020-01-08,Partially cloudy,1
2020-01-09,Partially cloudy,1
2020-01-10,Clear,1
2020-01-11,Partially cloudy,1
2020-01-12,Clear,1
2020-01-13,Partially cloudy,1
2020-01-14,Clear,1
2020-01-15,Clear,1
2020-01-16,"Rain, Partially cloudy",1
2020-01-17,Rain,1
2020-01-18,Clear,1
2020-01-19,Clear,1
2020-01-20,Partially cloudy,1
2020-01-21,"Rain, Partially cloudy",1
2020-01-22,Clear,1
2020-01-23,Clear,1
2020-01-24,Clear,1
2020-01-25,Partially cloudy,1
2020-01-26,Partially cloudy,1
2020-01-27,Clear,1
2020-01-28,Clear,1
2020-01-29,Clear,1
2020-01-30,Clear,1
2020-01-31,Clear,1
2020-02-01,Clear,1
2020-02-02,Partially cloudy,1
2020-02-03,Clear,1
2020-02-04,Clear,1
2020-02-05,Clear,1
2020-02-06,Clear,1
2020-02-07,Clear,1
2020-02-08,Partially cloudy,1
2020-02-09,"Rain, Partially cloudy",1
2020-02-10,Partially cloudy,1
2020-02-11,Clear,1
2020-02-12,Clear,1
2020-02-13,Clear,1
2020-02-14,Clear,1
2020-02-15,Clear,1
2020-02-16,Partially cloudy,1
2020-02-17,Clear,1
2020-02-18,Partially cloudy,1
2020-02-19,Partially cloudy,1
2020-02-20,Clear,1
2020-02-21,Partially cloudy,1
2020-02-22,"Rain, Partially cloudy",1
2020-02-23,Partially cloudy,1
2020-02-24,Clear,1
2020-02-25,Clear,1
2020-02-26,Clear,1
2020-02-27,Clear,1
2020-02-28,Clear,1
2020-02-29,Clear,1
2020-03-01,"Rain, Partially cloudy",1
2020-03-02,Clear,1
2020-03-03,Clear,1
2020-03-04,Partially cloudy,1
2020-03-05,Partially cloudy,1
2020-03-06,Partially cloudy,1
2020-03-07,Partially cloudy,1
2020-03-08,"Rain, Partially cloudy",1
2020-03-09,Partially cloudy,1
2020-03-10,"Rain, Partially cloudy",1
2020-03-11,Partially cloudy,1
2020-03-12,"Rain, Partially cloudy",1
2020-03-13,"Rain, Partially cloudy",1
2020-03-14,"Rain, Partially cloudy",1
2020-03-15,"Rain, Partially cloudy",1
2020-03-16,"Rain, Partially cloudy",1
2020-03-17,"Rain, Partially cloudy",1
2020-03-18,Clear,1
2020-03-19,"Rain, Partially cloudy",1
2020-03-20,"Rain, Partially cloudy",1
2020-03-21,"Rain, Partially cloudy",1
2020-03-22,"Rain, Partially cloudy",1
2020-03-23,"Rain, Partially cloudy",1
2020-03-24,"Rain, Partially cloudy",1
2020-03-25,Partially cloudy,1
2020-03-26,Clear,1
2020-03-27,Clear,1
2020-03-28,Clear,1
2020-03-29,Clear,1
2020-03-30,Clear,1
2020-03-31,Clear,1
2021-01-01,Clear,1
2021-01-02,Clear,1
2021-01-03,Partially cloudy,1
2021-01-04,Partially cloudy,1
2021-01-05,Partially cloudy,1
2021-01-06,Clear,1
2021-01-07,Partially cloudy,1
2021-01-08,Clear,1
2021-01-09,Clear,1
2021-01-10,Clear,1
2021-01-11,Clear,1
2021-01-12,Clear,1
2021-01-13,Clear,1
2021-01-14,Clear,1
2021-01-15,Clear,1
2021-01-16,Clear,1
2021-01-17,Clear,1
2021-01-18,Partially cloudy,1
2021-01-19,Partially cloudy,1
2021-01-20,Clear,1
2021-01-21,Clear,1
2021-01-22,Partially cloudy,1
2021-01-23,"Rain, Partially cloudy",1
2021-01-24,Partially cloudy,1
2021-01-25,"Rain, Partially cloudy",1
2021-01-26,Clear,1
2021-01-27,Partially cloudy,1
2021-01-28,"Rain, Partially cloudy",1
2021-01-29,"Rain, Partially cloudy",1
2021-01-30,Clear,1
2021-01-31,Clear,1
2021-02-01,Partially cloudy,1
2021-02-02,Partially cloudy,1
2021-02-03,Clear,1
2021-02-04,Partially cloudy,1
2021-02-05,Clear,1
2021-02-06,Clear,1
2021-02-07,Partially cloudy,1
2021-02-08,Partially cloudy,1
2021-02-09,Partially cloudy,1
2021-02-10,Partially cloudy,1
2021-02-11,Partially cloudy,1
2021-02-12,"Rain, Partially cloudy",1
2021-02-13,Partially cloudy,1
2021-02-14,Clear,1
2021-02-15,Clear,1
2021-02-16,Partially cloudy,1
2021-02-17,Clear,1
2021-02-18,Clear,1
2021-02-19,Clear,1
2021-02-20,Clear,1
2021-02-21,Clear,1
2021-02-22,Clear,1
2021-02-23,Clear,1
2021-02-24,Clear,1
2021-02-25,Clear,1
2021-02-26,Clear,1
2021-02-27,Clear,1
2021-02-28,Clear,1
2021-03-01,Clear,1
2021-03-02,Clear,1
2021-03-03,"Rain, Partially cloudy",1
2021-03-04,Clear,1
2021-03-05,Clear,1
2021-03-06,Partially cloudy,1
2021-03-07,Partially cloudy,1
2021-03-08,Partially cloudy,1
2021-03-09,Clear,1
2021-03-10,"Rain, Partially cloudy",1
2021-03-11,"Rain, Partially cloudy",1
2021-03-12,Clear,1
2021-03-13,Partially cloudy,1
2021-03-14,Partially cloudy,1
2021-03-15,"Rain, Partially cloudy",1
2021-03-16,Clear,1
2021-03-17,Clear,1
2021-03-18,Clear,1
2021-03-19,Clear,1
2021-03-20,Partially cloudy,1
2021-03-21,Clear,1
2021-03-22,Clear,1
2021-03-23,Partially cloudy,1
2021-03-24,Clear,1
2021-03-25,Partially cloudy,1
2021-03-26,Partially cloudy,1
2021-03-27,Clear,1
2021-03-28,Clear,1
2021-03-29,Clear,1
2021-03-30,Partially cloudy,1
2021-03-31,Clear,1
2022-01-01,Partially cloudy,1
2022-01-02,Clear,1
2022-01-03,Clear,1
2022-01-04,Clear,1
2022-01-05,Clear,1
2022-01-06,Clear,1
2022-01-07,Overcast,1
2022-01-08,Partially cloudy,1
2022-01-09,Clear,1
2022-01-10,Clear,1
2022-01-11,Clear,1
2022-01-12,Clear,1
2022-01-13,Partially cloudy,1
2022-01-14,Clear,1
2022-01-15,"Rain, Partially cloudy",1
2022-01-16,Partially cloudy,1
2022-01-17,"Rain, Overcast",1
2022-01-18,Partially cloudy,1
2022-01-19,Partially cloudy,1
2022-01-20,Clear,1
2022-01-21,Clear,1
2022-01-22,Clear,1
2022-01-23,Clear,1
2022-01-24,Clear,1
2022-01-25,Partially cloudy,1
2022-01-26,Clear,1
2022-01-27,Clear,1
2022-01-28,Clear,1
2022-01-29,Clear,1
2022-01-30,Clear,1
2022-01-31,Clear,1
2022-02-01,Partially cloudy,1
2022-02-02,Clear,1
2022-02-03,Clear,1
2022-02-04,Clear,1
2022-02-05,Clear,1
2022-02-06,Clear,1
2022-02-07,Clear,1
2022-02-08,Clear,1
2022-02-09,Clear,1
2022-02-10,Clear,1
2022-02-11,Clear,1
2022-02-12,Clear,1
2022-02-13,Clear,1
2022-02-14,Clear,1
2022-02-15,"Rain, Partially cloudy",1
2022-02-16,Clear,1
2022-02-17,Clear,1
2022-02-18,Clear,1
2022-02-19,Clear,1
2022-02-20,Partially cloudy,1
2022-02-21,Partially cloudy,1
2022-02-22,"Rain, Partially cloudy",1
2022-02-23,"Rain, Partially cloudy",1
2022-02-24,Clear,1
2022-02-25,Clear,1
2022-02-26,Clear,1
2022-02-27,Clear,1
2022-02-28,Clear,1
2022-03-01,Clear,1
2022-03-02,Clear,1
2022-03-03,Partially cloudy,1
2022-03-04,Partially cloudy,1
2022-03-05,"Rain, Partially cloudy",1
2022-03-06,Clear,1
2022-03-07,Clear,1
2022-03-08,Clear,1
2022-03-09,Clear,1
2022-03-10,Partially cloudy,1
2022-03-11,Clear,1
2022-03-12,Clear,1
2022-03-13,Clear,1
2022-03-14,Partially cloudy,1
2022-03-15,Clear,1
2022-03-16,Clear,1
2022-03-17,Clear,1
2022-03-18,Clear,1
2022-03-19,"Rain, Partially cloudy",1
2022-03-20,Rain,1
2022-03-21,Clear,1
2022-03-22,Clear,1
2022-03-23,Clear,1
2022-03-24,Clear,1
2022-03-25,Partially cloudy,1
2022-03-26,Partially cloudy,1
2022-03-27,Partially cloudy,1
2022-03-28,"Rain, Overcast",1
2022-03-29,"Rain, Partially cloudy",1
2022-03-30,Partially cloudy,1
2022-03-31,Overcast,1
