datetime,conditions,quarter
2019-11-05,Clear,4
2019-11-06,Partially cloudy,4
2019-11-07,Partially cloudy,4
2019-11-08,Clear,4
2019-11-09,Clear,4
2019-11-10,Partially cloudy,4
2019-11-11,Partially cloudy,4
2019-11-12,Partially cloudy,4
2019-11-13,Partially cloudy,4
2019-11-14,Partially cloudy,4
2019-11-15,Partially cloudy,4
2019-11-16,Clear,4
2019-11-17,Clear,4
2019-11-18,Clear,4
2019-11-19,"Rain, Partially cloudy",4
2019-11-20,"Rain, Partially cloudy",4
2019-11-21,"Rain, Partially cloudy",4
2019-11-22,Clear,4
2019-11-23,Clear,4
2019-11-24,Clear,4
2019-11-25,Clear,4
2019-11-26,Partially cloudy,4
2019-11-27,"Rain, Partially cloudy",4
2019-11-28,"Rain, Partially cloudy",4
2019-11-29,"Rain, Partially cloudy",4
2019-11-30,"Rain, Partially cloudy",4
2019-12-01,Rain,4
2019-12-02,Clear,4
2019-12-03,"Rain, Partially cloudy",4
2019-12-04,"Rain, Partially cloudy",4
2019-12-05,Partially cloudy,4
2019-12-06,"Rain, Partially cloudy",4
2019-12-07,"Rain, Overcast",4
2019-12-08,"Rain, Partially cloudy",4
2019-12-09,Clear,4
2019-12-10,Clear,4
2019-12-11,Clear,4
2019-12-12,Clear,4
2019-12-13,Partially cloudy,4
2019-12-14,Partially cloudy,4
2019-12-15,Clear,4
2019-12-16,Clear,4
2019-12-17,Clear,4
2019-12-18,Clear,4
2019-12-19,Clear,4
2019-12-20,Clear,4
2019-12-21,Clear,4
2019-12-22,"Rain, Partially cloudy",4
2019-12-23,"Rain, Partially cloudy",4
2019-12-24,Clear,4
2019-12-25,"Rain, Partially cloudy",4
2019-12-26,"Rain, Partially cloudy",4
2019-12-27,Clear,4
2019-12-28,Clear,4
2019-12-29,Clear,4
2019-12-30,Partially cloudy,4
2019-12-31,Clear,4
2020-10-01,Clear,4
2020-10-02,Clear,4
2020-10-03,Clear,4
2020-10-04,Clear,4
2020-10-05,Clear,4
2020-10-06,Clear,4
2020-10-07,Partially cloudy,4
2020-10-08,Partially cloudy,4
2020-10-09,Partially cloudy,4
2020-10-10,Partially cloudy,4
2020-10-11,Clear,4
2020-10-12,Clear,4
2020-10-13,Clear,4
2020-10-14,Clear,4
2020-10-15,Clear,4
2020-10-16,Clear,4
2020-10-17,Clear,4
2020-10-18,Partially cloudy,4
2020-10-19,Partially cloudy,4
2020-10-20,Partially cloudy,4
2020-10-21,Overcast,4
2020-10-22,Partially cloudy,4
2020-10-23,Partially cloudy,4
2020-10-24,Partially cloudy,4
2020-10-25,Partially cloudy,4
2020-10-26,Clear,4
2020-10-27,Clear,4
2020-10-28,Clear,4
2020-10-29,Clear,4
2020-10-30,Clear,4
2020-10-31,Clear,4
2020-11-01,Partially cloudy,4
2020-11-02,Partially cloudy,4
2020-11-03,Partially cloudy,4
2020-11-04,Clear,4
2020-11-05,Clear,4
2020-11-06,Partially cloudy,4
2020-11-07,"Rain, Partially cloudy",4
2020-11-08,Partially cloudy,4
2020-11-09,Clear,4
2020-11-10,Clear,4
2020-11-11,Clear,4
2020-11-12,Clear,4
2020-11-13,Clear,4
2020-11-14,Clear,4
2020-11-15,Clear,4
2020-11-16,Clear,4
2020-11-17,Clear,4
2020-11-18,Partially cloudy,4
2020-11-19,Partially cloudy,4
2020-11-20,Clear,4
2020-11-21,Clear,4
2020-11-22,Clear,4
2020-11-23,Partially cloudy,4
2020-11-24,Clear,4
2020-11-25,Partially cloudy,4
2020-11-26,Clear,4
2020-11-27,Clear,4
2020-11-28,Clear,4
2020-11-29,Clear,4
2020-11-30,Clear,4
2020-12-01,Clear,4
2020-12-02,Clear,4
2020-12-03,Clear,4
2020-12-04,Clear,4
2020-12-05,Clear,4
2020-12-06,Clear,4
2020-12-07,Clear,4
2020-12-08,Clear,4
2020-12-09,Clear,4
2020-12-10,Partially cloudy,4
2020-12-11,Partially cloudy,4
2020-12-12,Partially cloudy,4
2020-12-13,Partially cloudy,4
2020-12-14,Clear,4
2020-12-15,Clear,4
2020-12-16,Clear,4
2020-12-17,Rain,4
2020-12-18,Clear,4
2020-12-19,Clear,4
2020-12-20,Clear,4
2020-12-21,Clear,4
2020-12-22,Partially cloudy,4
2020-12-23,Partially cloudy,4
2020-12-24,"Rain, Partially cloudy",4
2020-12-25,Clear,4
2020-12-26,Clear,4
2020-12-27,Partially cloudy,4
2020-12-28,"Rain, Partially cloudy",4
2020-12-29,Clear,4
2020-12-30,Clear,4
2020-12-31,Clear,4
2021-10-01,Clear,4
2021-10-02,Clear,4
2021-10-03,Clear,4
2021-10-04,"Rain, Partially cloudy",4
2021-10-05,"Rain, Partially cloudy",4
2021-10-06,Partially cloudy,4
2021-10-07,Overcast,4
2021-10-08,"Rain, Partially cloudy",4
2021-10-09,Clear,4
2021-10-10,Clear,4
2021-10-11,Partially cloudy,4
2021-10-12,Clear,4
2021-10-13,Clear,4
2021-10-14,Clear,4
2021-10-15,Clear,4
2021-10-16,Clear,4
2021-10-17,Partially cloudy,4
2021-10-18,"Rain, Partially cloudy",4
2021-10-19,Clear,4
2021-10-20,Clear,4
2021-10-21,Partially cloudy,4
2021-10-22,Partially cloudy,4
2021-10-23,"Rain, Partially cloudy",4
2021-10-24,Partially cloudy,4
2021-10-25,"Rain, Partially cloudy",4
2021-10-26,Clear,4
2021-10-27,Clear,4
2021-10-28,Clear,4
2021-10-29,Clear,4
2021-10-30,Partially cloudy,4
2021-10-31,Partially cloudy,4
2021-11-01,Clear,4
2021-11-02,Partially cloudy,4
2021-11-03,Overcast,4
2021-11-04,Partially cloudy,4
2021-11-05,Partially cloudy,4
2021-11-06,Overcast,4
2021-11-07,Partially cloudy,4
2021-11-08,Partially cloudy,4
2021-11-09,Partially cloudy,4
2021-11-10,Partially cloudy,4
2021-11-11,Clear,4
2021-11-12,Clear,4
2021-11-13,Clear,4
2021-11-14,Clear,4
2021-11-15,Partially cloudy,4
2021-11-16,Partially cloudy,4
2021-11-17,Partially cloudy,4
2021-11-18,Partially cloudy,4
2021-11-19,Partially cloudy,4
2021-11-20,Partially cloudy,4
2021-11-21,Clear,4
2021-11-22,Clear,4
2021-11-23,Clear,4
2021-11-24,Clear,4
2021-11-25,Clear,4
2021-11-26,Clear,4
2021-11-27,Clear,4
2021-11-28,Clear,4
2021-11-29,Clear,4
2021-11-30,Partially cloudy,4
2021-12-01,Partially cloudy,4
2021-12-02,Overcast,4
2021-12-03,Partially cloudy,4
2021-12-04,Partially cloudy,4
2021-12-05,Partially cloudy,4
2021-12-06,Partially cloudy,4
2021-12-07,"Rain, Partially cloudy",4
2021-12-08,Partially cloudy,4
2021-12-09,"Rain, Partially cloudy",4
2021-12-10,Clear,4
2021-12-11,Clear,4
2021-12-12,Clear,4
2021-12-13,Partially cloudy,4
2021-12-14,"Rain, Partially cloudy",4
2021-12-15,Clear,4
2021-12-16,"Rain, Partially cloudy",4
2021-12-17,Clear,4
2021-12-18,Clear,4
2021-12-19,Clear,4
2021-12-20,Clear,4
2021-12-21,Clear,4
2021-12-22,Partially cloudy,4
2021-12-23,"Rain, Overcast",4
2021-12-24,"Rain, Partially cloudy",4
2021-12-25,"Rain, Overcast",4
2021-12-26,Rain,4
2021-12-27,"Rain, Partially cloudy",4
2021-12-28,"Rain, Partially cloudy",4
2021-12-29,"Rain, Overcast",4
2021-12-30,"Rain, Overcast",4
2021-12-31,Partially cloudy,4
2022-10-01,Partially cloudy,4
2022-10-02,Partially cloudy,4
2022-10-03,Clear,4
2022-10-04,Clear,4
2022-10-05,Partially cloudy,4
2022-10-06,Overcast,4
2022-10-07,Partially cloudy,4
2022-10-08,Partially cloudy,4
2022-10-09,Partially cloudy,4
2022-10-10,Partially cloudy,4
2022-10-11,"Rain, Partially cloudy",4
2022-10-12,"Rain, Partially cloudy",4
2022-10-13,Overcast,4
2022-10-14,Overcast,4
2022-10-15,"Rain, Overcast",4
2022-10-16,Partially cloudy,4
2022-10-17,Clear,4
2022-10-18,Clear,4
2022-10-19,Clear,4
2022-10-20,Clear,4
2022-10-21,Partially cloudy,4
2022-10-22,"Rain, Overcast",4
2022-10-23,Clear,4
2022-10-24,Clear,4
2022-10-25,Clear,4
2022-10-26,Clear,4
2022-10-27,Clear,4
2022-10-28,Clear,4
2022-10-29,Clear,4
2022-10-30,Clear,4
2022-10-31,Clear,4
2022-11-01,Partially cloudy,4
